SW_Version,CPU_Usage,Memory_Usage_MB,Flash_Size_MB,Num_Features_Enabled,Build_Time_sec
4,33.55726076335341,1795.152404837134,785.5122061098527,42,40.83995736183316
9,85.87626455697253,1267.4798015362114,883.9450502796449,18,33.292804270798264
2,71.08846353278086,904.7462567200928,490.50937804057486,15,83.84887847991355
9,21.209054061316202,942.7193135275228,379.9081568117566,40,51.97431954076949
5,79.47743807183302,1452.1126636942524,400.57270383728076,32,25.711716337044326
2,48.99449585996109,205.79287448770162,758.4621117830259,9,33.76297343983613
4,81.56417815152732,1315.2608074277132,854.7042270512077,37,20.092941686996106
7,73.98842047578522,839.8874187944433,267.81130620710087,10,110.32236273447073
8,44.017080357538674,1629.5551962987518,442.74949153777504,20,22.46179838412386
3,11.797544665609392,367.38315168163786,933.3927417962146,6,40.94557695095111
1,31.494188750795686,1258.764080507103,845.384812197939,48,61.62627806879073
4,53.330737172869355,1065.7512017950228,1010.0091641525277,3,55.65713259508191
2,60.67825758609178,1356.1859466294093,796.9253919462426,42,111.17258769127757
8,30.631014834656185,316.736470069343,463.31236574980016,11,24.02889457345421
4,21.14848592582593,1243.9708173706363,645.7493586110453,43,71.22147076770516
2,76.79441894394392,1210.6722583271426,710.777170924524,17,88.0479462524374
6,88.75217445628417,1209.1881699491078,172.49317427702255,32,113.16979736811687
6,52.055214584214866,1286.2777998736187,603.1151902119714,4,82.0371252123721
4,23.734342867864278,1417.642287007452,755.4124455086912,4,100.37552360117627
6,31.784586121549516,1648.9801994253855,254.6048848969798,17,28.37249378453484
2,11.471254123797339,685.6772962307858,821.3037069012148,41,58.59395109369274
2,83.14390452483993,1685.0889383241117,639.4060491950391,19,57.394713447906746
4,19.42008663121129,1096.8602280742166,979.8529299845775,5,108.62882164557176
8,56.121318041140285,338.7049024417961,139.19820354316792,32,35.137117126327496
7,31.92441765497648,305.39167263916255,345.1613511012515,22,35.188617233663024
9,54.33424020126347,801.6289736529094,655.8357844730374,6,52.855814988579844
8,62.11363106814914,1612.8145588006416,374.02135887827995,35,25.44660473668376
5,76.37934429657614,1473.8256825336484,760.1279276018278,22,38.245804065249004
2,26.513701740848255,1619.5069364103315,801.3208810502642,1,116.52096385457352
5,10.879666292678438,1131.0843015948967,194.7247507974224,20,62.81839398671728
8,20.950850405504582,992.358196319883,574.8015249270534,22,83.20192084224365
9,82.0014913478484,465.4145480713111,570.2148733661356,48,92.6111259344637
9,79.91120620500122,790.7469564967608,441.21543167915996,11,56.69614070072005
1,57.79304817362466,981.2348591129755,962.022573014377,13,34.722707441051696
9,58.04134883469227,359.480773423311,864.6158395628564,42,40.65810162217808
7,63.20293396370044,597.1015148801803,744.2214688845044,3,51.326647658061034
9,24.029702289875967,1276.80552931473,760.0378114191377,9,83.60684203522257
8,83.15295567399679,1524.1936056305417,526.6257168833221,12,59.82805490890544
1,43.50164199136585,1997.0255205073092,950.9989374932361,23,20.681469790012812
8,40.65108225995979,1879.6039964184038,741.8061747820357,14,72.34071850674718
8,51.513416422627,1356.6173591633449,773.5785009699744,33,112.1513391907418
3,13.757277342004404,958.2464959293296,896.202395099507,18,101.2077611008679
1,23.302669500486353,1345.119256474819,353.2421485521845,49,102.52113712596311
8,69.04268931410964,1614.1729125444176,845.7335151728336,41,99.50580176061311
3,16.623893434010117,413.00514366209717,280.40231713179867,9,52.37308256104237
3,58.252168757311054,937.8288014533189,419.0959638742764,23,96.5193833754392
1,29.627928774505676,1711.644114144111,410.10405974533467,10,34.3161357811193
5,41.143649123358124,890.8993134794792,1004.1575327915659,19,85.77161472759535
7,33.09549894165599,1229.3700882089358,891.4403947430844,47,84.15685666849944
9,38.45381731719593,1257.9848495519568,747.8809521094,5,22.556979908973467
7,67.52367241473964,532.0572556405509,771.8004477326205,47,98.79701335909316
9,33.769737249854,852.0237949741191,619.3552620279756,23,110.32481050951306
8,55.312371223751775,802.1203197354779,975.1117764082717,30,46.74152784721076
2,48.08403217592797,247.15407535771664,558.543087663302,25,101.2390724186151
1,63.09369322901185,243.54517500443944,451.59836391978257,28,28.24059718619482
7,84.94637914598064,1697.0546786163923,250.6446513247901,34,79.9967858261066
7,68.60576777682002,691.5274579510624,826.4540226892176,45,68.56468653342772
8,27.195230287260543,1132.5417792298676,778.6261932378465,48,74.59235333090001
5,12.494650804902774,737.7060324597915,455.14405559630063,47,112.62052018843451
3,30.98112354398601,1893.222641207613,123.27871449832793,25,107.13152472468535
8,57.60623445602039,666.7341659583927,875.2335308114419,10,98.5083657239757
6,14.114065078740028,973.3822629300831,110.55021671156403,14,47.3698457678371
3,49.70929977609891,1770.9144508722834,750.2185963772431,42,111.18186286860916
1,57.74742791335114,1715.4804202252556,996.5175693868767,46,29.750769246387527
3,36.73951126535687,534.9825521232992,504.39906720894,30,105.33292165587878
5,71.67297629966575,1644.7579576322787,317.11542621626035,41,52.81600723536078
3,18.527860250701742,1024.7363961282067,751.3008132800848,25,25.377231166198335
1,16.0110225388647,1069.3439697536394,855.0264032224006,14,86.93569842407483
5,68.25510049628826,440.2639503486988,604.9016120559309,35,43.12799283159555
7,49.63930529649588,345.08272476282434,993.5405943366791,48,44.35711258646319
7,65.07219171421889,1510.2907525527773,147.74189881195605,34,50.60471662287715
9,44.7861870882997,1093.6300742395397,566.431132833384,10,26.368476750251673
3,29.712162659128545,986.3312647073232,763.8514473260362,35,37.7127144198254
7,75.52818541393597,1513.1148115743142,897.0797953418414,11,20.51396275855603
1,73.95327031751833,1577.9232181839975,265.632185402798,11,64.54095211057867
4,65.57571766835414,486.0347018048364,839.2032171496417,21,28.42553774179713
4,31.771610978397014,1298.4052690597543,610.7013379639359,21,88.2652605044199
5,57.21845334952697,443.63734809983396,466.415602158726,22,43.56228511916484
7,38.87791175520214,1552.4751548522822,221.70468640708245,45,114.35741440351771
7,17.326565866130732,1382.5192812808511,899.5332812318351,7,107.12516273986526
4,83.38508603697943,1921.9063179502243,245.320444358057,17,48.94408949682082
7,20.945490473516912,324.1244294415581,386.2439819092077,2,98.32154546566787
3,86.0189883056642,302.6984980722578,368.00207153329166,12,100.32449046648063
6,45.68046183663646,707.9367344477603,905.1865675923493,42,118.65631141144104
2,24.810634307089572,671.0702307246307,721.5775666490217,18,79.7839986845685
9,53.35207579026865,644.5618383295996,836.133611004828,11,28.196573464366217
5,79.83566687011266,1831.258244937866,331.43233848426905,16,84.6837228926381
6,68.5779909127649,649.1831597291109,677.383668036867,49,82.49797483760352
4,74.52489182891598,689.5095070315358,628.2932884248238,18,83.83505774204318
7,62.70266933685739,1566.9168723523346,869.5352681523625,35,50.71456481042115
9,65.3821251614282,1009.531716410972,937.2244438846848,26,105.96795850803329
7,77.93565212522554,1598.0790025193262,111.2328568451054,16,115.94721829554119
1,29.973440708734877,317.65908361589345,722.7944052103244,6,41.771251297815155
1,49.15399709145124,1077.6281486120918,147.8962783866296,44,28.815215813664445
9,27.696755345568178,260.50448032990874,607.1454065314769,43,39.45350331684841
9,89.01344063973175,312.7757662196382,365.7726416363587,47,102.05521392557188
4,85.52474717492906,1831.5874160199396,383.46157795845846,47,87.66446348198475
9,13.154144909480472,450.6416680116713,426.1336571899775,48,83.60473423391267
3,66.44601380125508,1158.3572280953908,674.0742229218398,42,60.17931351094245
7,84.01986539325327,939.9720846812718,408.6621682779427,12,77.78279715114357
6,24.446027610186682,825.2179872659168,777.0139227454191,13,50.78741252743674
8,55.435618444210355,1819.7000222370905,473.7833042702556,4,67.72000794179613
9,83.23906380704335,239.2821141958811,163.15835708640176,39,99.30630283706559
5,12.715678286863907,1394.8214351160605,824.194094455315,2,118.12415974554621
1,65.7936213797472,1934.1099815843907,364.04069192366035,26,113.24889235898019
3,33.78792058980406,1208.3027302313155,499.87659674971866,27,113.38659428462488
8,83.95169563012243,1886.2804316595652,733.350148097037,27,60.22237348471124
6,87.68465961322943,294.0641827148428,407.1894892054099,15,66.87898805067908
8,85.54131912907471,953.8279743334905,152.28514627956525,8,90.56353963689816
9,47.9371373325971,668.2840237316921,445.50304743983975,7,112.21919280512843
4,78.96341207914507,1515.4777369653136,972.6704904095363,47,34.19942593520847
1,77.56395188280563,1966.334762895044,692.9625831038678,46,50.424186382719576
1,35.528037859460454,661.754112399646,720.4467333684992,40,33.924684459410955
4,76.3132379320542,1377.514282653334,684.2287099611792,12,81.20085299594552
7,12.96061077723941,556.5757389675323,283.86873639851956,13,50.63009968875375
2,57.70159027856424,1217.5944582288978,486.54049043050685,43,52.61078525125735
3,28.400706983016242,1035.0784760390052,793.868373687706,17,27.091595948797924
1,19.645350862182305,1949.6095933367667,193.66855733911905,17,54.97960618075919
5,16.156256130336732,1295.3490908536398,356.7359651068941,36,106.24965074015853
1,65.70310207025118,829.1114697562738,355.31885622244874,21,43.3072811890835
8,37.18999710144529,405.37241279828004,499.18548909732357,8,89.51874662100657
1,67.98134172230093,472.2442917228822,1005.860716630579,5,82.96283449385926
1,15.22850726391539,605.5704739122232,162.37235313585148,26,106.34846083691153
2,35.223227026448825,651.7399904125364,579.2797188076697,16,33.22879476510383
2,53.15930339002698,1731.108904114048,265.73296617928247,36,117.75899603450432
6,73.25785318711709,1210.201018908545,996.9051279586035,28,78.26286460403657
7,35.5002002345656,1142.1036404738597,204.6924383681769,29,119.54741523468144
5,60.071310114960724,406.58396936459144,472.92732618211033,47,111.15147258658509
1,80.87821985889497,1748.2514480289828,781.8057259871761,12,42.15172721131058
1,59.26905505458436,1501.0657457752707,751.0082914973594,37,25.61620099033131
3,28.636757980290703,321.8030514200028,490.6012604899934,30,45.563909379536156
2,11.952062524523042,1474.1031750135837,420.1883311883116,23,72.75636489994199
5,79.60790991207439,1178.368791216763,467.3938377828524,16,37.159636706518995
6,11.701552868030971,347.10562234420087,344.1912671585827,14,36.74597445179885
7,79.97613381473596,1024.9411547515815,289.727635365083,10,66.25935471051531
4,52.31497072217696,1072.4533168340845,546.3286805444143,7,23.326797116935843
7,85.1254158810317,498.39417229389636,348.1251906064692,45,32.188808253227045
8,73.90265886189323,1902.2566646005082,365.6145783650591,37,61.58613394079475
1,89.834728842667,1729.9556686651915,706.8426026504907,29,26.312990920796647
6,38.05694523613681,1404.240207192395,994.9284944907004,3,59.67550564555293
8,71.37506311449016,1032.1320098010929,657.7607733168626,15,67.40062659484451
5,42.15447308873937,941.1779748521153,171.12902756802885,36,65.12666140731145
4,48.39004962431271,1371.7522408717175,169.8392592011579,47,106.91748574030873
2,60.20043705746961,1181.77736493243,979.115056061303,46,73.00624550517324
6,79.8941691349071,312.0915905873941,374.69669024397626,19,66.79804624780434
6,88.72667753594361,1122.504767786597,185.06989514020728,13,61.07092453916662
1,71.46187310916146,1651.526511019111,653.5171985269526,42,101.76233783044862
9,43.4213425733867,1026.6317796745245,676.2514711402059,21,109.50566039998331
6,43.70856018216561,293.52183959768314,699.2184537896678,37,105.32424691971175
3,69.00658412711132,1615.3007588912596,347.07947374036814,27,87.35465781313908
4,29.102171661464187,562.4548078447539,113.96227221417493,29,33.73617459686742
4,18.837929050511573,665.5175027984699,991.674201375932,20,47.68699694920123
3,38.36977261126212,496.4714361781326,331.8251742185787,25,24.606306368197743
3,32.97911933232654,794.3871167686956,724.6482901605539,6,113.08240749901141
3,33.7046496364792,1562.152710239543,752.9259997679277,36,86.07985296909104
4,28.688620083992795,1134.8945471070872,663.6468533814448,2,94.63628843132415
7,13.36745517090895,568.7862934712825,389.12643225341094,22,51.1571739582229
4,11.429914778673105,1780.0941406736736,350.49293847799674,32,104.56535222773424
9,89.01779117888252,1783.2473389127526,652.2454932172976,16,45.96032837084785
1,44.22185069886899,1767.0411650828125,900.2723654572029,18,20.16437571124497
8,40.74613177277453,629.8331804867707,974.7819655252175,5,57.641496252069395
7,64.3717826154456,1012.2308195257785,197.85696326907205,36,77.07614809590734
2,27.460311029205133,1972.9813810535752,243.06163804029313,30,67.87048579655226
8,85.99689471601803,1589.6224573579827,972.9363031155656,45,106.2076142576597
1,72.90760115324417,248.90135820600767,780.5585509813484,19,30.540528595616692
9,17.15288018498076,317.3682642688857,915.8862941427103,23,75.38234406337256
9,43.40646206279427,1035.076478262199,287.23255394105706,34,71.29793498209074
2,80.32946460497317,1836.5963705508084,642.9293449050873,13,48.1392982172163
7,85.57856178331282,1169.6632363148856,747.8529852417456,43,102.22281125770105
3,47.39212089998958,1096.0625144617225,728.4233821530028,29,95.28486558822063
7,59.07291113685662,389.852659921935,477.13216236082906,36,93.2859187331831
9,23.36271568736602,1382.2041885037293,114.22487992276903,22,107.6192478269556
4,89.29349009095813,1679.785689080406,638.6236764871392,47,92.27846006215212
1,28.53373611067547,884.7560135136122,333.8658222019585,36,43.18412917147265
2,85.41854193081005,1596.1013316655894,516.0349234360307,9,90.5562711649691
1,61.97173191938948,1936.0579770214608,984.8048579374472,39,50.77028133898438
5,58.61894359030873,566.7796264298404,468.70863350160965,19,44.21746503474705
5,51.015080881320685,1141.9933361505343,875.9766845579303,38,27.30035928996273
7,28.453584937420693,716.848324552236,274.211519712308,6,94.40285803476768
9,24.12224256044066,1627.1379542609109,721.3535001751267,47,91.10009619498112
9,27.63889672561403,1239.6680585860836,1002.7544259015838,15,43.44994776740937
3,24.915060971540363,1342.2483515905467,194.1492252065936,20,94.93790167241559
3,72.36675788534026,1636.2454873086094,107.68762661792542,9,111.78408830935531
3,38.01002073333841,912.7468507924187,500.6305003925357,32,30.802895749157926
4,14.62741412507171,1847.1621231326778,185.5859463394633,4,43.263663838677495
8,87.52821041126491,1159.451961043052,791.5071391008378,18,95.02607940873155
6,80.70287079707406,484.31868110362643,945.0429653960684,5,47.450667350707825
8,84.22018265561704,1452.6184127038443,501.0353787828932,20,82.46639742837168
1,89.59262581171483,1627.870430788858,339.0495573516274,23,28.116422446371452
8,23.91161993755898,770.171018721548,501.38866676210745,11,65.22024791035386
4,41.699361512212704,1742.9226625977553,768.4657836934009,37,93.9091421992953
1,70.6590780563273,1831.0578585783796,108.36604530026278,22,88.65139430432525
8,65.68164944430337,698.4280772800561,644.6554862838602,4,101.50721006758069
4,22.311672507188405,1970.3386508873998,666.6815168359383,29,107.74521266031688
6,75.26664999924942,453.28075048776515,689.2239401318444,44,97.31835012587582
8,27.955245746932853,563.628203124482,323.62840190233055,34,87.15877429389259
4,27.905409185809845,531.604710628447,759.7847164013891,13,23.172249181603114
3,52.957953831473084,1809.1814780141667,184.4457333705614,42,73.49666734094441
9,57.43519478733625,1377.7265941849314,284.1257908953239,9,23.76977249148528
3,56.40689662702489,473.7877098000912,910.7823231087413,42,100.80678171160226
9,17.31894699182039,992.5821530630282,782.5801912713473,31,52.07245244599576
2,80.19686901043043,1307.5364451256437,112.70089190648301,7,76.2429374117921
2,31.248003407096483,350.23535298088996,329.49966458169536,4,47.94453073189026
2,20.361193702624334,1788.3494631332096,298.1115902856841,19,98.25001443802935
6,81.09984638951818,1646.4863637947633,350.22504710616266,42,108.65025266419025
3,86.45211985838027,1109.3721924379488,328.74522773861503,30,59.8642494213064
9,78.97020938123605,1940.8279074665068,157.77429726638945,31,106.2922393510989
4,74.76128597799024,951.9697626951795,524.0610373354621,35,46.70750074563324
1,62.41935845112174,1971.398574265696,777.0457307024166,21,73.46609230755237
4,54.06858964873115,1402.2559978465288,660.6201136389112,31,105.8761429838704
1,16.958940792912813,1342.4082918570946,721.7334217846258,19,52.588134261579036
5,42.676257045655895,498.718811532413,174.98184096748497,31,115.40422650780857
4,39.81508136098512,1787.4699649483591,979.1774162033514,32,32.187950178138365
8,30.7803027008261,969.4814382571072,874.766454470955,2,21.827506972350623
8,67.87360909508679,492.0201304084628,843.9034542899923,10,110.41353525781906
7,49.67005880630167,222.69353595636628,860.4370358585932,2,26.864866614787225
3,16.483697272611835,1207.5602305490886,961.8245095146715,2,119.18891959474917
1,27.614656155984907,1149.3193198208173,602.8906646890566,24,115.1396861979106
1,64.66070109276768,1494.8365202644854,285.06058450968635,17,33.70209100363206
3,16.090468759224017,1802.4644954320438,669.9080536557481,32,73.75846256925658
6,78.0965531239015,342.9318523574531,786.4225001491757,16,38.49202974671444
7,49.611722161117946,1516.6936826126523,781.8356714591195,16,62.81551730301199
6,48.44692618613184,537.341499375648,581.8188983301973,46,26.14251292598327
6,57.392622772761406,1744.7186956828953,163.25585666422612,39,42.39245877965895
6,75.97447727401193,1674.314324950981,442.9083551094381,31,56.32727963988995
3,37.824736632175444,1173.42875897398,950.7883462201422,43,63.864750024605485
6,64.24129220472508,1478.4370375219607,640.0307926158616,24,117.74962582088932
8,55.25855711966329,765.8302037307471,597.4187155682791,1,100.78656456839812
2,31.362261613553706,1048.1022180790665,348.4206472891468,11,93.74099443119462
5,80.29039890841264,1678.946415878849,440.4468020029189,21,73.70413147419742
1,73.79408172855425,1026.6773549117852,927.2997863775284,4,103.99977606043434
1,62.67614677267404,844.0368775857952,715.8118559147962,7,53.93228356557111
5,78.04653832753935,1089.5824050505398,827.5456127191555,26,90.8899112773316
3,79.3835360767842,1690.848654386993,519.8151709145134,47,119.37839753781721
4,66.66903813720279,803.3744852675709,682.34843077749,12,51.462890893519884
3,76.96106626909376,512.7708676443388,329.50645447872375,31,87.40175348839674
1,65.79771693354269,1481.6252365954053,751.8458071819413,17,104.43148641523824
1,64.41126174082403,1686.7607828745472,495.10363234188367,33,111.58075833506723
5,59.48891025721474,381.14746134236,508.9120556888249,11,91.79326909401018
6,70.2173311646113,631.7734029607004,699.9738279090386,28,48.360792341713626
3,22.688408423445896,455.549581569789,965.1232942372882,32,52.62821515689465
9,80.46966073591427,826.2945408479,159.14186426636573,1,22.075803212396423
5,79.74748221961856,1010.6317620297427,862.062751308635,47,96.08859776715097
8,12.339782642764732,1547.8874065339517,370.1619940208664,28,24.27396060619514
1,76.06534004518102,1372.0656527870135,510.1815759638931,42,106.46523546027457
5,20.309589397875616,1317.6714214611761,120.24791578810827,7,31.86606144745388
3,36.809508340731355,834.274903897378,378.16657591890527,2,37.187651213592424
1,69.48066050332862,1714.6055955525678,564.4312681902406,42,67.65264708322374
4,22.860791683864655,1048.3169013166962,151.90669546903365,24,93.78804151687423
5,75.43736192952497,1962.388888427278,553.7724539500446,4,33.90022051990777
7,76.57073423661936,1341.4558489323263,956.6502210651869,44,64.00710750664985
1,50.597418700866896,427.2765348161049,197.38333353161204,19,68.28512744101047
3,10.510869737346686,1417.1196117357813,806.343232741766,26,41.22856416685913
2,32.96305065399302,785.1872277770582,478.5360533194172,11,31.555837668063173
9,59.35415347005937,1435.3889540349753,705.3805122204883,40,103.64209229856395
6,88.49489424219388,325.3540666923303,340.4586165383519,43,70.24656497627655
3,60.54508216133347,514.786586916727,247.37085058821506,11,21.4381235984153
8,30.78428648513278,1740.3270660304154,248.26745558661324,45,100.29813013091038
8,60.72045624796891,608.9232026423268,165.13455777426566,3,118.07938054145848
2,53.198830377268436,1706.6740254372921,271.53755532874857,12,80.59261954142474
6,72.3876316120915,702.6969592179388,713.7387117298067,3,70.37083870840706
7,18.558451106156674,1357.1874381056737,914.6821253434015,42,107.84158630449616
2,70.88223220016224,1449.4710323176957,852.2521334862336,27,115.25167896845986
2,53.301326294088824,1122.7785556610952,733.0641023240233,49,95.45369159024605
1,87.03936030871957,749.5592180541163,202.03904179185886,2,64.54529297342879
8,37.34977328309489,582.759877467973,367.20920037745765,49,79.22213993314405
1,60.60975145071585,259.7408382123672,386.2615527979613,16,90.09353650179992
9,84.5622484408014,747.1035222333029,330.960218471402,2,39.427357100180146
6,18.20077823925434,1375.6930229563095,575.8652295717841,30,64.7201032216438
7,84.9782789789161,1888.9486732072687,594.8517249488175,20,102.9821264717285
7,65.03085778406506,1768.1680680734937,429.7626410581058,38,85.4725348498443
3,15.426964728413752,1578.9165977635446,426.90118267246686,28,61.12040672118541
2,34.0770853557453,1619.2052178559377,865.5853724652192,25,86.33625340146814
9,66.65376709162253,1396.9728262567914,829.3065918473895,32,31.822241207245987
8,15.388048117501736,668.5163436188054,384.403348473009,10,60.149761056487634
7,56.57363681410186,1832.9510552704937,944.3405221388916,42,99.31285379630563
9,37.67064455623654,1407.3181614305013,980.4010757103156,40,42.0508787136648
4,59.67324142139817,1208.793135764792,401.91010883575774,33,38.59615075574177
4,13.659362705001028,399.78104458426594,427.48865268478266,13,115.08186599164314
1,79.7229444921901,1004.6999788515658,567.20595776189,41,40.989762958623075
8,87.87911753419175,1028.6448881634674,969.5956307811143,42,46.09185796501681
3,87.51022842285532,1756.2144971408059,909.7191562234958,47,116.96159389043379
7,69.97214653943398,1183.9667963380193,194.77279742723698,37,93.47085702650257
2,20.406899210450558,884.7209881467373,462.8832067827886,16,89.95965330235282
2,70.6610556743218,1958.2405913191867,611.3149793287891,45,105.29263838545813
7,11.96695331670412,399.2970679873682,564.894404637623,22,31.582308223679426
6,11.76988412231978,960.5871709615003,279.1294747736888,20,90.59562365800072
3,35.8888175319633,275.6444153085295,893.5466965593749,43,70.36886093282389
9,49.091455232373264,1531.8274173804746,725.4932834890777,27,102.915064028414
6,71.63259342462345,1852.5377939584712,874.2273383630666,41,70.81417186651943
6,64.66363012852042,704.067193190881,893.4981941189124,16,82.0241354268912
1,45.67221651013987,1745.0150182384175,791.4808087871436,34,67.77421263995359
4,31.890133302533272,725.992814831416,505.8305955547388,32,67.81589235558441
6,89.76996001261689,1839.3862909590473,664.1452016342523,26,96.79699780618316
6,44.094504178877834,1557.1314264742111,248.17763525464267,25,82.85664006472831
5,46.11096194637404,1648.8321983145895,722.4483657468147,2,83.32632016094104
1,23.089905695333535,232.4118000808181,265.63000830309545,12,65.02824838315257
8,73.58476389999436,1933.0586427332466,741.2094216313849,40,73.11094963375277
5,65.49457806251908,1508.007785726582,312.14870053666704,9,94.57176662047873
5,27.66156902310083,748.5519716950399,208.61740133880326,12,102.59409191119182
7,16.590483649267416,1692.9103967459246,252.72286889209266,26,89.65614021440462
4,64.43994416597704,706.7381571468738,101.84073294242093,9,112.4072988845683
6,62.36089714249082,1770.9569112190304,764.115406896662,10,102.0324088147201
4,31.860762159856748,402.64470274148664,776.7385693299423,32,76.18637898095184
3,86.06908498003283,1466.6347594294323,575.7984153198518,34,87.14060726437368
7,22.08463134247202,1173.2572579608386,249.09922817517455,48,112.6308276921196
8,44.586784083408155,373.76204635179346,177.20420785987733,20,81.91680442430584
4,85.4892736134079,635.4088908659102,117.6751649880532,39,102.48069479798306
2,43.57818535408978,222.3272652991666,253.15131551586393,2,88.8810503589987
3,61.08207581312684,1043.7823378361104,923.1505143244276,1,75.19363610604665
1,41.80755183702354,742.2774693680007,323.18004173235397,36,44.183819541535314
8,31.937216187893604,1277.0434717359658,427.34670634870724,24,62.599751946842815
3,88.71821183678625,735.028053875511,197.33922766075187,27,116.77428248337156
7,42.74672050520344,739.8544007125724,305.4618455873093,2,85.77653832726
5,81.52793629433076,1537.747757716886,579.7635034009095,31,76.43953803389897
5,28.396368471286895,286.6571047610362,661.563479180383,14,113.29566255282273
7,27.048376322006664,1825.210991345577,326.705538289579,2,78.65117810374487
9,12.490726630760909,1734.0749739041266,153.3445151240083,29,72.6082518417403
5,62.133346030070804,1402.0484298075316,461.31437107371636,15,95.93108551502053
1,39.48210749790089,1267.7988261932917,316.40391473593274,12,91.26656189865444
1,79.14865998717096,1806.144496651374,302.867825064337,37,39.31600084084327
2,47.85679253532457,533.594323151686,986.9132297072326,28,67.13082745741212
6,87.45547423317774,342.1444919434915,669.461648995369,20,67.25154428195853
9,24.842041256249694,631.1183058371686,614.5556814910166,39,57.822451524334475
8,79.48985343644887,1630.2409016603424,484.17619565554946,24,71.72934821522531
5,72.12774822333934,262.40648010766995,496.3445640894533,21,61.31073977271442
1,71.67374757152416,1249.0523031502814,599.7962235463867,10,39.934548947118316
7,77.58265824935101,1991.787529144358,743.501141701363,46,61.23664872746811
5,70.88191927543991,1740.252968907571,748.7829928720104,14,27.22769475731766
6,60.09762573051323,1138.602240278461,258.6451707198354,37,77.57858627744116
7,20.499590214591006,314.5536367159562,562.1041829188033,18,105.3654548941112
3,12.602094359300153,1696.4723258942777,480.6492798115102,24,92.52870843545553
3,83.66782782525495,1278.161314718979,904.366916832911,14,56.03940400541112
5,59.33202516165905,406.8793947072203,683.4310832057798,34,28.707120557730818
6,73.7229832780941,368.94311268204115,592.0337573683671,12,40.21493992252708
9,48.52178812100401,1837.3282749858663,206.62464937331964,22,74.54903404948357
5,19.38465511699156,1404.5604732885413,659.6094097348322,6,40.70570833830328
1,20.014863376204033,1692.7162387701599,208.2964088485357,36,74.39731112849675
4,64.84522297831771,1782.1620205080812,411.5788758227549,45,43.15990247638989
5,44.424471591957015,1229.19023368698,231.98597548844265,36,104.89238694760728
5,26.041978136026938,1131.4034331590742,739.4760498505169,22,59.72714728404597
7,49.327563739314954,974.7693385777824,290.57695318460503,14,44.555062594449105
4,15.136714966010727,770.5038580240147,462.07806082573603,16,101.23261802470616
1,56.557712153151904,982.2727295456812,927.6034945197515,36,54.283896480545074
5,31.519472354807814,1592.9833803142815,288.7883382606485,25,31.148768783878193
7,73.80472805097506,1283.462175827237,569.2118790979118,32,77.04094914036416
